dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,State,Lat,Long,date
1606453200,1,447.27,12.63,31.19,0.1,1.68,9.02,12.32,1.06,DC,38.905985,-77.033418,2020-11-27 05:00:00
1606456800,1,393.87,6.87,28.1,0.37,1.67,7.22,9.85,0.59,DC,38.905985,-77.033418,2020-11-27 06:00:00
1606460400,1,357.15,3.38,25.02,1.08,1.73,6.28,8.44,0.39,DC,38.905985,-77.033418,2020-11-27 07:00:00
1606464000,1,340.46,2.4,22.28,1.57,1.8,6.08,8.01,0.33,DC,38.905985,-77.033418,2020-11-27 08:00:00
1606467600,1,330.45,2.38,20.22,1.48,1.97,6.2,8.0,0.29,DC,38.905985,-77.033418,2020-11-27 09:00:00
1606471200,1,323.77,2.6,18.68,1.32,2.15,6.38,8.06,0.26,DC,38.905985,-77.033418,2020-11-27 10:00:00
1606474800,1,330.45,4.36,18.17,0.63,2.33,6.96,8.71,0.33,DC,38.905985,-77.033418,2020-11-27 11:00:00
1606478400,1,383.85,12.96,18.51,0.07,2.56,9.13,11.44,0.71,DC,38.905985,-77.033418,2020-11-27 12:00:00
1606482000,2,473.98,27.49,19.54,0.02,2.89,11.85,15.03,1.2,DC,38.905985,-77.033418,2020-11-27 13:00:00
1606485600,2,527.38,36.21,19.71,0.15,3.43,13.27,17.12,1.43,DC,38.905985,-77.033418,2020-11-27 14:00:00
1606489200,2,520.71,34.87,19.36,0.44,4.59,13.21,17.23,1.39,DC,38.905985,-77.033418,2020-11-27 15:00:00
1606492800,2,440.6,21.68,22.62,1.32,7.99,12.23,15.44,0.94,DC,38.905985,-77.033418,2020-11-27 16:00:00
1606496400,2,433.92,19.22,23.65,2.08,9.66,12.24,15.28,1.01,DC,38.905985,-77.033418,2020-11-27 17:00:00
1606500000,2,433.92,18.55,24.68,2.48,10.61,12.65,15.54,1.08,DC,38.905985,-77.033418,2020-11-27 18:00:00
1606503600,2,370.5,8.49,25.02,9.21,8.7,11.61,13.63,0.39,DC,38.905985,-77.033418,2020-11-27 19:00:00
1606507200,2,350.48,7.1,23.65,13.41,8.46,11.21,12.96,0.28,DC,38.905985,-77.033418,2020-11-27 20:00:00
1606510800,2,347.14,5.48,26.39,12.34,8.58,10.8,12.45,0.33,DC,38.905985,-77.033418,2020-11-27 21:00:00
1606514400,2,600.82,39.79,38.39,0.72,8.35,17.38,20.56,3.48,DC,38.905985,-77.033418,2020-11-27 22:00:00
1606518000,4,1014.71,106.39,42.16,0.0,9.06,29.21,34.99,8.49,DC,38.905985,-77.033418,2020-11-27 23:00:00
1606521600,4,1348.5,162.72,44.55,0.0,9.3,41.94,50.22,12.67,DC,38.905985,-77.033418,2020-11-28 00:00:00
1606525200,5,1588.82,200.27,46.61,0.0,9.42,54.26,64.86,15.71,DC,38.905985,-77.033418,2020-11-28 01:00:00
1606528800,5,1762.39,228.88,47.3,0.0,9.18,64.96,77.43,17.73,DC,38.905985,-77.033418,2020-11-28 02:00:00
1606532400,5,1842.5,250.34,45.24,0.0,8.23,73.16,87.26,17.73,DC,38.905985,-77.033418,2020-11-28 03:00:00
1606536000,5,1842.5,264.65,37.7,0.0,4.23,78.06,92.74,6.9,DC,38.905985,-77.033418,2020-11-28 04:00:00
1606539600,5,1588.82,232.46,28.1,0.0,1.71,68.08,79.85,1.38,DC,38.905985,-77.033418,2020-11-28 05:00:00
1606543200,4,1108.17,148.42,21.59,0.0,1.13,46.67,53.78,0.68,DC,38.905985,-77.033418,2020-11-28 06:00:00
1606546800,2,433.92,17.43,28.45,0.16,2.95,16.77,19.06,0.12,DC,38.905985,-77.033418,2020-11-28 07:00:00
1606550400,2,333.79,1.58,26.73,3.67,2.98,12.73,14.18,0.02,DC,38.905985,-77.033418,2020-11-28 08:00:00
1606554000,2,313.76,0.32,21.76,10.01,2.98,11.86,13.14,0.0,DC,38.905985,-77.033418,2020-11-28 09:00:00
1606557600,2,303.75,0.22,19.02,13.23,2.92,11.6,12.87,0.0,DC,38.905985,-77.033418,2020-11-28 10:00:00
1606561200,2,303.75,0.33,19.02,12.52,2.95,11.79,13.13,0.0,DC,38.905985,-77.033418,2020-11-28 11:00:00
1606564800,2,330.45,1.82,24.33,6.26,3.1,13.23,14.93,0.08,DC,38.905985,-77.033418,2020-11-28 12:00:00
1606568400,2,383.85,8.16,28.1,1.61,3.43,14.87,17.06,0.39,DC,38.905985,-77.033418,2020-11-28 13:00:00
1606572000,2,410.56,16.09,22.96,6.71,4.17,15.68,18.15,0.62,DC,38.905985,-77.033418,2020-11-28 14:00:00
1606575600,2,390.53,16.32,18.51,13.59,5.25,15.03,17.5,0.63,DC,38.905985,-77.033418,2020-11-28 15:00:00
1606579200,1,287.06,4.53,10.97,39.34,6.74,9.91,12.35,0.0,DC,38.905985,-77.033418,2020-11-28 16:00:00
1606582800,1,267.03,2.74,8.05,48.64,5.78,8.87,11.7,0.0,DC,38.905985,-77.033418,2020-11-28 17:00:00
1606586400,1,260.35,1.9,7.2,56.51,4.89,8.19,11.24,0.0,DC,38.905985,-77.033418,2020-11-28 18:00:00
1606590000,1,260.35,1.75,7.88,60.08,4.47,7.92,11.79,0.09,DC,38.905985,-77.033418,2020-11-28 19:00:00
1606593600,1,270.37,1.82,9.94,57.94,4.53,7.96,12.09,0.34,DC,38.905985,-77.033418,2020-11-28 20:00:00
1606597200,1,277.04,1.12,12.51,57.22,4.47,7.64,11.99,0.55,DC,38.905985,-77.033418,2020-11-28 21:00:00
1606600800,1,283.72,0.13,15.94,55.08,4.29,6.93,10.93,0.74,DC,38.905985,-77.033418,2020-11-28 22:00:00
1606604400,1,297.07,0.0,18.51,52.21,4.11,6.31,9.08,0.91,DC,38.905985,-77.033418,2020-11-28 23:00:00
1606608000,1,307.08,0.01,20.22,50.07,4.11,6.15,7.93,1.08,DC,38.905985,-77.033418,2020-11-29 00:00:00
1606611600,1,317.1,0.01,22.28,47.21,4.29,6.33,8.02,1.27,DC,38.905985,-77.033418,2020-11-29 01:00:00
1606615200,1,327.11,0.01,24.33,42.92,4.41,6.54,8.41,1.46,DC,38.905985,-77.033418,2020-11-29 02:00:00
1606618800,1,333.79,0.02,25.71,39.7,4.35,6.69,8.72,1.58,DC,38.905985,-77.033418,2020-11-29 03:00:00
1606622400,1,353.81,0.06,29.47,33.26,3.76,7.17,9.38,1.79,DC,38.905985,-77.033418,2020-11-29 04:00:00
1606626000,1,360.49,0.07,30.5,28.61,2.8,7.1,9.26,1.68,DC,38.905985,-77.033418,2020-11-29 05:00:00
1606629600,1,353.81,0.06,28.79,27.18,2.18,6.89,8.95,1.49,DC,38.905985,-77.033418,2020-11-29 06:00:00
1606633200,1,353.81,0.09,27.76,25.03,1.71,7.03,9.09,1.31,DC,38.905985,-77.033418,2020-11-29 07:00:00
1606636800,1,360.49,0.17,28.1,20.56,1.33,7.53,9.64,1.05,DC,38.905985,-77.033418,2020-11-29 08:00:00
1606640400,1,370.5,0.34,29.13,15.56,1.16,8.13,10.34,0.79,DC,38.905985,-77.033418,2020-11-29 09:00:00
1606644000,1,377.18,0.66,29.82,11.18,1.13,8.57,10.86,0.66,DC,38.905985,-77.033418,2020-11-29 10:00:00
1606647600,1,403.88,2.04,32.22,5.81,1.31,9.55,12.05,0.81,DC,38.905985,-77.033418,2020-11-29 11:00:00
1606651200,2,507.36,14.75,36.67,0.47,1.71,14.17,17.65,1.84,DC,38.905985,-77.033418,2020-11-29 12:00:00
1606654800,3,680.92,41.13,39.41,0.34,2.18,20.57,25.41,3.17,DC,38.905985,-77.033418,2020-11-29 13:00:00
1606658400,3,807.76,65.27,37.01,3.17,2.27,24.85,30.63,3.64,DC,38.905985,-77.033418,2020-11-29 14:00:00
1606662000,4,867.84,76.0,34.62,6.17,2.83,27.62,33.75,3.96,DC,38.905985,-77.033418,2020-11-29 15:00:00
1606665600,2,480.65,19.89,34.27,32.19,12.52,18.74,21.86,1.49,DC,38.905985,-77.033418,2020-11-29 16:00:00
1606669200,3,480.65,18.33,36.33,40.05,15.74,22.47,25.68,1.43,DC,38.905985,-77.033418,2020-11-29 17:00:00
1606672800,4,494.0,16.54,40.1,47.92,17.41,26.74,30.12,1.31,DC,38.905985,-77.033418,2020-11-29 18:00:00
1606676400,4,467.3,11.62,38.73,53.64,15.02,25.46,28.74,1.3,DC,38.905985,-77.033418,2020-11-29 19:00:00
1606680000,3,453.95,8.49,42.16,47.21,12.76,22.11,25.49,1.68,DC,38.905985,-77.033418,2020-11-29 20:00:00
1606683600,2,433.92,3.74,47.98,33.98,12.16,16.09,19.32,2.03,DC,38.905985,-77.033418,2020-11-29 21:00:00
1606687200,2,433.92,0.47,52.78,22.35,11.33,13.17,16.27,2.22,DC,38.905985,-77.033418,2020-11-29 22:00:00
1606690800,2,460.63,0.65,52.78,14.84,8.58,13.51,16.79,2.28,DC,38.905985,-77.033418,2020-11-29 23:00:00
1606694400,2,460.63,0.89,47.98,11.98,5.01,13.77,17.21,1.9,DC,38.905985,-77.033418,2020-11-30 00:00:00
1606698000,2,410.56,0.29,36.67,21.28,2.68,11.87,14.98,1.22,DC,38.905985,-77.033418,2020-11-30 01:00:00
1606701600,2,367.17,0.05,26.73,35.05,2.21,10.67,13.4,0.83,DC,38.905985,-77.033418,2020-11-30 02:00:00
1606705200,2,343.8,0.02,22.28,42.92,2.44,11.72,14.39,0.64,DC,38.905985,-77.033418,2020-11-30 03:00:00
1606708800,2,327.11,0.01,18.17,48.64,2.71,13.26,15.87,0.48,DC,38.905985,-77.033418,2020-11-30 04:00:00
1606712400,2,300.41,0.0,13.2,53.64,2.56,13.23,15.61,0.31,DC,38.905985,-77.033418,2020-11-30 05:00:00
1606716000,2,280.38,0.0,10.88,56.51,2.59,12.25,14.41,0.28,DC,38.905985,-77.033418,2020-11-30 06:00:00
1606719600,2,267.03,0.0,9.68,57.94,2.83,10.66,12.38,0.25,DC,38.905985,-77.033418,2020-11-30 07:00:00
1606723200,1,253.68,0.0,7.71,60.8,2.62,8.89,10.1,0.23,DC,38.905985,-77.033418,2020-11-30 08:00:00
1606726800,1,247.0,0.0,6.26,62.23,2.24,7.63,8.55,0.22,DC,38.905985,-77.033418,2020-11-30 09:00:00
1606730400,1,243.66,0.0,5.66,63.66,1.86,6.52,7.23,0.19,DC,38.905985,-77.033418,2020-11-30 10:00:00
1606734000,1,247.0,0.0,6.34,62.94,1.77,5.78,6.42,0.2,DC,38.905985,-77.033418,2020-11-30 11:00:00
1606737600,1,257.02,0.0,10.03,59.37,1.79,5.57,6.33,0.32,DC,38.905985,-77.033418,2020-11-30 12:00:00
1606741200,1,277.04,0.01,15.59,55.79,1.76,5.27,6.13,0.45,DC,38.905985,-77.033418,2020-11-30 13:00:00
1606744800,1,303.75,0.06,21.42,46.49,2.12,5.15,6.05,0.58,DC,38.905985,-77.033418,2020-11-30 14:00:00
1606748400,1,330.45,0.39,25.02,33.98,2.77,5.3,6.27,0.67,DC,38.905985,-77.033418,2020-11-30 15:00:00
1606752000,1,333.79,1.12,23.31,25.03,3.28,4.86,5.69,0.62,DC,38.905985,-77.033418,2020-11-30 16:00:00
1606755600,1,290.39,0.79,16.11,26.46,3.01,3.24,3.74,0.43,DC,38.905985,-77.033418,2020-11-30 17:00:00
1606759200,1,247.0,0.26,11.48,38.27,2.95,2.21,2.5,0.29,DC,38.905985,-77.033418,2020-11-30 18:00:00
1606762800,1,223.64,0.12,8.91,49.35,3.04,2.7,2.95,0.23,DC,38.905985,-77.033418,2020-11-30 19:00:00
1606766400,1,233.65,0.22,11.48,47.21,3.1,4.54,4.93,0.31,DC,38.905985,-77.033418,2020-11-30 20:00:00
1606770000,1,250.34,0.21,15.08,42.2,3.1,6.22,6.76,0.37,DC,38.905985,-77.033418,2020-11-30 21:00:00
1606773600,1,293.73,0.18,23.99,25.39,3.37,6.87,7.77,0.56,DC,38.905985,-77.033418,2020-11-30 22:00:00
1606777200,1,343.8,1.62,30.85,8.14,3.34,6.71,8.01,0.71,DC,38.905985,-77.033418,2020-11-30 23:00:00
1606780800,1,380.52,6.54,29.82,1.04,3.13,6.97,8.66,0.85,DC,38.905985,-77.033418,2020-12-01 00:00:00
1606784400,1,413.9,12.18,27.08,0.09,3.1,8.58,10.51,0.92,DC,38.905985,-77.033418,2020-12-01 01:00:00
1606788000,1,413.9,11.85,25.02,0.1,2.71,9.95,11.85,0.77,DC,38.905985,-77.033418,2020-12-01 02:00:00
1606791600,1,363.83,3.97,23.65,3.71,2.3,8.98,10.61,0.63,DC,38.905985,-77.033418,2020-12-01 03:00:00
1606795200,1,310.42,0.12,17.65,25.03,3.61,5.09,6.11,0.46,DC,38.905985,-77.033418,2020-12-01 04:00:00
1606798800,1,303.75,0.01,15.94,36.84,4.65,3.74,4.47,0.36,DC,38.905985,-77.033418,2020-12-01 05:00:00
1606802400,1,303.75,0.01,15.59,41.13,4.83,3.13,3.74,0.34,DC,38.905985,-77.033418,2020-12-01 06:00:00
1606806000,1,300.41,0.01,15.25,40.41,4.71,2.59,3.16,0.37,DC,38.905985,-77.033418,2020-12-01 07:00:00
1606809600,1,300.41,0.01,15.77,36.84,4.59,2.2,2.79,0.43,DC,38.905985,-77.033418,2020-12-01 08:00:00
1606813200,1,300.41,0.02,16.45,32.19,4.59,2.01,2.68,0.51,DC,38.905985,-77.033418,2020-12-01 09:00:00
1606816800,1,303.75,0.04,17.31,27.54,4.47,1.79,2.41,0.53,DC,38.905985,-77.033418,2020-12-01 10:00:00
1606820400,1,310.42,0.13,18.17,20.74,4.05,1.42,1.9,0.52,DC,38.905985,-77.033418,2020-12-01 11:00:00
1606824000,1,313.76,0.49,20.56,14.66,3.64,1.62,2.15,0.63,DC,38.905985,-77.033418,2020-12-01 12:00:00
1606827600,1,313.76,0.71,21.42,14.48,3.4,1.88,2.52,0.77,DC,38.905985,-77.033418,2020-12-01 13:00:00
1606831200,1,297.07,1.08,18.34,21.1,3.25,1.65,2.28,0.81,DC,38.905985,-77.033418,2020-12-01 14:00:00
1606834800,1,277.04,1.63,13.37,30.4,3.04,1.21,1.74,0.71,DC,38.905985,-77.033418,2020-12-01 15:00:00
1606838400,1,260.35,2.04,9.0,40.05,2.71,0.81,1.28,0.61,DC,38.905985,-77.033418,2020-12-01 16:00:00
1606842000,1,250.34,1.79,7.11,45.78,2.27,0.59,1.01,0.59,DC,38.905985,-77.033418,2020-12-01 17:00:00
1606845600,1,240.33,1.4,5.66,50.78,1.76,0.5,0.85,0.5,DC,38.905985,-77.033418,2020-12-01 18:00:00
1606849200,1,236.99,1.02,5.14,53.64,1.42,0.5,0.8,0.43,DC,38.905985,-77.033418,2020-12-01 19:00:00
1606852800,1,236.99,0.68,5.83,54.36,1.34,0.5,0.81,0.45,DC,38.905985,-77.033418,2020-12-01 20:00:00
1606856400,1,243.66,0.25,7.11,54.36,1.37,0.51,0.84,0.5,DC,38.905985,-77.033418,2020-12-01 21:00:00
1606860000,1,250.34,0.03,8.82,52.93,1.54,0.59,0.95,0.58,DC,38.905985,-77.033418,2020-12-01 22:00:00
1606863600,1,253.68,0.01,10.88,50.07,1.97,0.75,1.16,0.67,DC,38.905985,-77.033418,2020-12-01 23:00:00
1606867200,1,253.68,0.01,12.34,48.64,2.65,0.99,1.5,0.75,DC,38.905985,-77.033418,2020-12-02 00:00:00
1606870800,1,260.35,0.01,13.71,47.92,3.49,1.24,1.85,0.83,DC,38.905985,-77.033418,2020-12-02 01:00:00
1606874400,1,263.69,0.01,14.57,48.64,4.17,1.35,2.04,0.86,DC,38.905985,-77.033418,2020-12-02 02:00:00
1606878000,1,267.03,0.01,15.59,47.92,4.65,1.49,2.23,0.91,DC,38.905985,-77.033418,2020-12-02 03:00:00
1606881600,1,267.03,0.01,15.42,47.92,4.83,1.42,2.14,0.9,DC,38.905985,-77.033418,2020-12-02 04:00:00
1606885200,1,257.02,0.01,12.85,50.78,4.65,0.94,1.47,0.7,DC,38.905985,-77.033418,2020-12-02 05:00:00
1606888800,1,247.0,0.0,11.14,52.21,4.41,0.7,1.11,0.59,DC,38.905985,-77.033418,2020-12-02 06:00:00
1606892400,1,243.66,0.0,9.94,53.64,4.17,0.62,1.0,0.56,DC,38.905985,-77.033418,2020-12-02 07:00:00
1606896000,1,240.33,0.0,9.77,53.64,4.11,0.64,1.04,0.59,DC,38.905985,-77.033418,2020-12-02 08:00:00
1606899600,1,240.33,0.0,9.77,54.36,4.11,0.67,1.11,0.63,DC,38.905985,-77.033418,2020-12-02 09:00:00
1606903200,1,240.33,0.0,9.68,55.08,4.05,0.67,1.13,0.65,DC,38.905985,-77.033418,2020-12-02 10:00:00
1606906800,1,240.33,0.0,9.6,56.51,4.17,0.69,1.15,0.67,DC,38.905985,-77.033418,2020-12-02 11:00:00
1606910400,1,250.34,0.0,11.48,57.22,4.35,1.1,1.68,0.81,DC,38.905985,-77.033418,2020-12-02 12:00:00
1606914000,1,257.02,0.05,13.02,59.37,4.35,1.57,2.22,0.86,DC,38.905985,-77.033418,2020-12-02 13:00:00
1606917600,1,253.68,0.79,12.0,64.37,4.23,1.85,2.55,0.82,DC,38.905985,-77.033418,2020-12-02 14:00:00
1606921200,1,247.0,1.62,9.25,70.81,3.87,1.61,2.29,0.8,DC,38.905985,-77.033418,2020-12-02 15:00:00
1606924800,1,240.33,1.79,7.37,77.25,3.46,1.19,1.8,0.74,DC,38.905985,-77.033418,2020-12-02 16:00:00
1606928400,2,236.99,1.73,6.6,80.82,3.37,0.95,1.51,0.71,DC,38.905985,-77.033418,2020-12-02 17:00:00
1606932000,2,233.65,1.65,6.34,82.97,3.46,0.97,1.5,0.69,DC,38.905985,-77.033418,2020-12-02 18:00:00
1606935600,2,236.99,1.72,7.45,81.54,3.82,1.2,1.77,0.75,DC,38.905985,-77.033418,2020-12-02 19:00:00
1606939200,1,247.0,1.76,10.11,78.68,4.35,1.64,2.35,0.9,DC,38.905985,-77.033418,2020-12-02 20:00:00
1606942800,1,260.35,1.1,13.88,74.39,4.71,2.21,3.05,1.03,DC,38.905985,-77.033418,2020-12-02 21:00:00
1606946400,1,273.71,0.13,17.48,69.38,4.95,2.83,3.77,1.12,DC,38.905985,-77.033418,2020-12-02 22:00:00
1606950000,1,280.38,0.0,19.02,67.95,5.19,3.54,4.56,1.17,DC,38.905985,-77.033418,2020-12-02 23:00:00
1606953600,1,287.06,0.0,19.19,67.95,5.31,4.59,5.76,1.17,DC,38.905985,-77.033418,2020-12-03 00:00:00
1606957200,1,287.06,0.0,19.19,67.23,5.48,5.63,6.92,1.17,DC,38.905985,-77.033418,2020-12-03 01:00:00
1606960800,1,287.06,0.0,18.51,65.09,5.66,6.56,7.92,1.09,DC,38.905985,-77.033418,2020-12-03 02:00:00
1606964400,1,290.39,0.0,18.51,62.23,5.84,7.47,8.88,1.03,DC,38.905985,-77.033418,2020-12-03 03:00:00
1606968000,1,293.73,0.0,18.85,57.94,5.96,8.28,9.69,0.97,DC,38.905985,-77.033418,2020-12-03 04:00:00
1606971600,1,287.06,0.0,17.48,55.79,5.96,8.33,9.63,0.83,DC,38.905985,-77.033418,2020-12-03 05:00:00
1606975200,1,283.72,0.0,16.28,55.08,5.9,8.68,9.91,0.7,DC,38.905985,-77.033418,2020-12-03 06:00:00
1606978800,1,287.06,0.0,16.45,52.93,5.54,9.1,10.35,0.65,DC,38.905985,-77.033418,2020-12-03 07:00:00
1606982400,1,293.73,0.0,17.82,50.07,4.89,9.51,10.87,0.65,DC,38.905985,-77.033418,2020-12-03 08:00:00
1606986000,1,297.07,0.01,19.36,46.49,4.77,9.88,11.39,0.61,DC,38.905985,-77.033418,2020-12-03 09:00:00
1606989600,2,320.44,0.05,25.02,36.84,3.79,11.04,12.86,0.77,DC,38.905985,-77.033418,2020-12-03 10:00:00
1606993200,2,373.84,0.58,35.99,19.31,3.7,13.88,16.33,1.62,DC,38.905985,-77.033418,2020-12-03 11:00:00
1606996800,3,540.73,16.32,47.98,1.39,3.76,22.18,26.38,3.93,DC,38.905985,-77.033418,2020-12-03 12:00:00
1607000400,4,801.09,55.88,50.04,0.18,3.64,33.87,40.33,5.51,DC,38.905985,-77.033418,2020-12-03 13:00:00
1607004000,4,988.01,85.83,52.09,1.92,3.07,41.04,48.97,5.0,DC,38.905985,-77.033418,2020-12-03 14:00:00
1607007600,4,1054.76,96.56,54.15,3.53,4.11,43.4,52.02,6.02,DC,38.905985,-77.033418,2020-12-03 15:00:00
1607011200,3,600.82,27.94,56.21,18.95,12.16,22.19,26.97,3.48,DC,38.905985,-77.033418,2020-12-03 16:00:00
1607014800,3,547.41,22.8,54.15,27.9,14.19,20.79,25.69,3.23,DC,38.905985,-77.033418,2020-12-03 17:00:00
1607018400,2,520.71,20.79,51.41,29.33,14.19,19.76,25.41,2.91,DC,38.905985,-77.033418,2020-12-03 18:00:00
1607022000,2,467.3,15.42,43.87,30.04,10.13,14.97,19.93,2.47,DC,38.905985,-77.033418,2020-12-03 19:00:00
1607025600,2,494.0,15.65,48.67,20.39,7.51,13.58,17.9,2.88,DC,38.905985,-77.033418,2020-12-03 20:00:00
1607029200,2,547.41,16.76,58.95,7.69,6.62,13.84,18.04,3.42,DC,38.905985,-77.033418,2020-12-03 21:00:00
1607032800,2,614.17,22.35,67.17,0.59,6.32,15.16,19.47,3.96,DC,38.905985,-77.033418,2020-12-03 22:00:00
1607036400,2,674.25,29.5,70.6,0.01,5.96,17.18,21.84,4.37,DC,38.905985,-77.033418,2020-12-03 23:00:00
1607040000,2,707.63,30.85,74.03,0.0,5.13,19.27,24.57,4.69,DC,38.905985,-77.033418,2020-12-04 00:00:00
1607043600,3,694.28,28.16,71.97,0.01,4.29,20.34,25.94,4.69,DC,38.905985,-77.033418,2020-12-04 01:00:00
1607047200,2,640.87,22.13,65.8,0.04,3.79,19.35,24.65,4.31,DC,38.905985,-77.033418,2020-12-04 02:00:00
1607050800,2,567.44,14.75,58.95,0.22,3.52,17.16,21.93,3.74,DC,38.905985,-77.033418,2020-12-04 03:00:00
1607054400,2,480.65,6.43,51.41,1.83,3.28,13.46,17.72,3.04,DC,38.905985,-77.033418,2020-12-04 04:00:00
1607058000,2,393.87,0.99,41.47,10.37,3.4,9.42,12.89,2.19,DC,38.905985,-77.033418,2020-12-04 05:00:00
1607061600,1,333.79,0.1,29.82,24.32,4.23,6.96,9.55,1.57,DC,38.905985,-77.033418,2020-12-04 06:00:00
1607065200,1,287.06,0.02,21.76,36.12,5.31,5.72,7.61,1.16,DC,38.905985,-77.033418,2020-12-04 07:00:00
1607068800,1,267.03,0.01,18.85,40.05,5.66,5.65,7.1,0.98,DC,38.905985,-77.033418,2020-12-04 08:00:00
1607072400,1,267.03,0.01,18.34,39.7,5.78,6.1,7.39,0.94,DC,38.905985,-77.033418,2020-12-04 09:00:00
1607076000,1,273.71,0.02,18.85,37.19,5.66,6.72,8.0,1.01,DC,38.905985,-77.033418,2020-12-04 10:00:00
1607079600,1,290.39,0.04,21.76,31.83,5.48,7.54,8.98,1.25,DC,38.905985,-77.033418,2020-12-04 11:00:00
1607083200,1,340.46,0.42,31.87,19.85,5.31,9.61,11.59,1.92,DC,38.905985,-77.033418,2020-12-04 12:00:00
1607086800,2,417.23,3.19,44.55,6.17,5.54,12.3,14.66,2.5,DC,38.905985,-77.033418,2020-12-04 13:00:00
1607090400,2,467.3,8.16,46.61,2.91,5.96,13.72,16.14,2.44,DC,38.905985,-77.033418,2020-12-04 14:00:00
1607094000,2,467.3,9.61,44.55,5.01,6.32,13.9,16.29,2.03,DC,38.905985,-77.033418,2020-12-04 15:00:00
1607097600,2,453.95,8.38,41.13,8.49,6.32,13.39,15.57,1.57,DC,38.905985,-77.033418,2020-12-04 16:00:00
1607101200,2,460.63,10.28,39.07,9.84,6.32,13.62,15.71,1.33,DC,38.905985,-77.033418,2020-12-04 17:00:00
1607104800,2,473.98,13.52,38.39,10.01,6.44,14.26,16.33,1.24,DC,38.905985,-77.033418,2020-12-04 18:00:00
1607108400,2,494.0,15.65,40.1,8.76,6.56,14.98,17.16,1.25,DC,38.905985,-77.033418,2020-12-04 19:00:00
1607112000,2,507.36,16.09,45.24,5.36,6.86,15.4,17.93,1.35,DC,38.905985,-77.033418,2020-12-04 20:00:00
1607115600,2,507.36,14.31,50.04,2.21,6.5,15.23,18.14,1.47,DC,38.905985,-77.033418,2020-12-04 21:00:00
1607119200,2,487.33,11.74,50.72,0.56,5.66,14.08,16.81,1.41,DC,38.905985,-77.033418,2020-12-04 22:00:00
1607122800,2,480.65,9.16,50.72,0.78,5.01,13.0,15.19,1.19,DC,38.905985,-77.033418,2020-12-04 23:00:00
1607126400,2,447.27,3.58,50.04,4.69,4.35,12.08,13.97,0.93,DC,38.905985,-77.033418,2020-12-05 00:00:00
1607130000,3,660.9,31.29,52.09,0.47,2.21,22.65,26.04,0.93,DC,38.905985,-77.033418,2020-12-05 01:00:00
1607133600,4,1028.06,84.04,50.72,0.0,1.55,41.57,47.11,1.27,DC,38.905985,-77.033418,2020-12-05 02:00:00
1607137200,5,1281.74,126.96,46.61,0.0,1.79,57.21,64.5,2.06,DC,38.905985,-77.033418,2020-12-05 03:00:00
1607140800,5,1361.85,146.63,41.81,0.0,2.03,63.35,71.1,2.19,DC,38.905985,-77.033418,2020-12-05 04:00:00
1607144400,5,1188.28,126.96,35.3,0.0,1.43,53.0,58.77,0.61,DC,38.905985,-77.033418,2020-12-05 05:00:00
1607148000,4,781.06,63.48,32.22,0.01,1.0,30.61,33.45,0.19,DC,38.905985,-77.033418,2020-12-05 06:00:00
1607151600,1,373.84,0.55,32.9,13.77,1.33,9.54,10.36,0.13,DC,38.905985,-77.033418,2020-12-05 07:00:00
1607155200,1,340.46,0.05,22.62,21.46,0.93,7.03,7.52,0.12,DC,38.905985,-77.033418,2020-12-05 08:00:00
1607158800,1,340.46,0.07,19.36,18.77,0.85,6.51,6.84,0.11,DC,38.905985,-77.033418,2020-12-05 09:00:00
1607162400,1,307.08,0.02,13.54,31.47,0.95,4.85,5.04,0.1,DC,38.905985,-77.033418,2020-12-05 10:00:00
1607166000,1,273.71,0.01,9.17,42.56,1.48,3.62,3.79,0.11,DC,38.905985,-77.033418,2020-12-05 11:00:00
1607169600,1,270.37,0.01,9.85,41.49,2.98,3.8,4.07,0.16,DC,38.905985,-77.033418,2020-12-05 12:00:00
1607173200,1,270.37,0.05,11.82,38.98,3.93,5.68,6.22,0.14,DC,38.905985,-77.033418,2020-12-05 13:00:00
1607176800,1,277.04,0.7,12.0,42.2,3.99,6.88,7.61,0.15,DC,38.905985,-77.033418,2020-12-05 14:00:00
1607180400,1,280.38,1.66,10.54,43.99,3.87,6.78,7.44,0.24,DC,38.905985,-77.033418,2020-12-05 15:00:00
1607184000,1,283.72,1.98,9.94,43.99,3.76,5.74,6.28,0.38,DC,38.905985,-77.033418,2020-12-05 16:00:00
1607187600,1,280.38,1.69,9.6,43.63,3.49,4.48,4.93,0.52,DC,38.905985,-77.033418,2020-12-05 17:00:00
1607191200,1,267.03,1.02,8.82,45.42,3.01,3.07,3.45,0.57,DC,38.905985,-77.033418,2020-12-05 18:00:00
1607194800,1,250.34,0.57,8.05,51.5,2.68,2.09,2.42,0.54,DC,38.905985,-77.033418,2020-12-05 19:00:00
1607198400,1,243.66,0.29,8.14,55.08,2.86,1.46,1.8,0.52,DC,38.905985,-77.033418,2020-12-05 20:00:00
1607202000,1,240.33,0.1,8.82,54.36,3.19,1.16,1.53,0.54,DC,38.905985,-77.033418,2020-12-05 21:00:00
1607205600,1,240.33,0.01,9.77,53.64,3.34,0.99,1.39,0.56,DC,38.905985,-77.033418,2020-12-05 22:00:00
