dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,State,Lat,Long,date
1606453200,1,367.17,0.53,25.36,4.65,0.31,5.44,6.72,0.14,MA,42.407211,-71.382437,2020-11-27 05:00:00
1606456800,1,357.15,0.29,22.96,5.01,0.26,4.91,5.87,0.08,MA,42.407211,-71.382437,2020-11-27 06:00:00
1606460400,1,330.45,0.09,18.34,8.14,0.22,4.14,4.91,0.06,MA,42.407211,-71.382437,2020-11-27 07:00:00
1606464000,1,297.07,0.04,12.85,12.52,0.21,3.4,4.01,0.04,MA,42.407211,-71.382437,2020-11-27 08:00:00
1606467600,1,277.04,0.02,9.17,15.74,0.24,2.91,3.41,0.04,MA,42.407211,-71.382437,2020-11-27 09:00:00
1606471200,1,267.03,0.02,7.8,16.45,0.27,2.62,3.08,0.04,MA,42.407211,-71.382437,2020-11-27 10:00:00
1606474800,1,270.37,0.04,8.05,15.74,0.29,2.54,3.03,0.05,MA,42.407211,-71.382437,2020-11-27 11:00:00
1606478400,1,287.06,0.15,10.03,13.23,0.32,2.82,3.64,0.11,MA,42.407211,-71.382437,2020-11-27 12:00:00
1606482000,1,310.42,0.57,13.37,9.48,0.35,3.29,4.52,0.19,MA,42.407211,-71.382437,2020-11-27 13:00:00
1606485600,1,330.45,1.84,14.57,7.33,0.39,3.64,5.28,0.23,MA,42.407211,-71.382437,2020-11-27 14:00:00
1606489200,1,340.46,2.99,13.88,7.33,0.47,3.81,5.68,0.22,MA,42.407211,-71.382437,2020-11-27 15:00:00
1606492800,1,337.12,3.44,11.82,10.19,0.71,3.72,5.42,0.17,MA,42.407211,-71.382437,2020-11-27 16:00:00
1606496400,1,333.79,4.58,9.94,12.7,0.77,3.69,5.37,0.17,MA,42.407211,-71.382437,2020-11-27 17:00:00
1606500000,1,333.79,5.09,9.34,14.48,0.77,3.72,5.37,0.19,MA,42.407211,-71.382437,2020-11-27 18:00:00
1606503600,1,363.83,7.15,10.97,10.19,0.48,4.55,7.67,0.38,MA,42.407211,-71.382437,2020-11-27 19:00:00
1606507200,1,417.23,10.51,14.91,3.67,0.28,5.94,11.13,0.55,MA,42.407211,-71.382437,2020-11-27 20:00:00
1606510800,1,467.3,14.19,18.85,0.55,0.21,7.07,13.83,0.7,MA,42.407211,-71.382437,2020-11-27 21:00:00
1606514400,1,514.03,18.55,22.28,0.01,0.18,7.84,15.53,0.74,MA,42.407211,-71.382437,2020-11-27 22:00:00
1606518000,1,540.73,19.89,25.36,0.01,0.14,8.01,15.17,0.53,MA,42.407211,-71.382437,2020-11-27 23:00:00
1606521600,1,507.36,13.64,28.45,0.12,0.16,7.44,13.2,0.38,MA,42.407211,-71.382437,2020-11-28 00:00:00
1606525200,1,410.56,1.9,30.85,2.37,0.24,5.42,8.6,0.3,MA,42.407211,-71.382437,2020-11-28 01:00:00
1606528800,1,393.87,0.68,28.45,4.65,0.2,5.33,8.54,0.27,MA,42.407211,-71.382437,2020-11-28 02:00:00
1606532400,1,380.52,0.35,25.71,7.15,0.18,5.42,8.72,0.26,MA,42.407211,-71.382437,2020-11-28 03:00:00
1606536000,1,377.18,0.3,23.99,8.32,0.16,5.63,9.12,0.24,MA,42.407211,-71.382437,2020-11-28 04:00:00
1606539600,1,370.5,0.27,23.31,7.96,0.14,5.73,9.03,0.18,MA,42.407211,-71.382437,2020-11-28 05:00:00
1606543200,1,357.15,0.15,21.94,8.14,0.11,5.62,8.49,0.12,MA,42.407211,-71.382437,2020-11-28 06:00:00
1606546800,1,340.46,0.08,19.36,9.92,0.1,5.37,7.84,0.09,MA,42.407211,-71.382437,2020-11-28 07:00:00
1606550400,1,323.77,0.04,16.11,13.59,0.11,4.98,6.96,0.07,MA,42.407211,-71.382437,2020-11-28 08:00:00
1606554000,1,307.08,0.02,13.02,18.06,0.14,4.62,6.19,0.06,MA,42.407211,-71.382437,2020-11-28 09:00:00
1606557600,1,297.07,0.01,10.88,20.92,0.14,4.46,5.76,0.05,MA,42.407211,-71.382437,2020-11-28 10:00:00
1606561200,1,300.41,0.02,10.63,20.74,0.11,4.62,5.94,0.06,MA,42.407211,-71.382437,2020-11-28 11:00:00
1606564800,1,320.44,0.11,13.02,17.88,0.1,5.23,7.15,0.11,MA,42.407211,-71.382437,2020-11-28 12:00:00
1606568400,1,357.15,1.06,17.14,12.88,0.11,5.98,8.81,0.19,MA,42.407211,-71.382437,2020-11-28 13:00:00
1606572000,1,380.52,5.14,15.25,13.59,0.14,6.33,9.67,0.32,MA,42.407211,-71.382437,2020-11-28 14:00:00
1606575600,1,383.85,7.6,13.02,15.74,0.21,6.35,9.79,0.51,MA,42.407211,-71.382437,2020-11-28 15:00:00
1606579200,1,283.72,1.3,5.66,44.35,1.51,4.06,5.09,0.07,MA,42.407211,-71.382437,2020-11-28 16:00:00
1606582800,1,273.71,0.78,4.58,45.78,1.65,4.32,5.13,0.05,MA,42.407211,-71.382437,2020-11-28 17:00:00
1606586400,1,267.03,0.45,4.8,46.49,1.33,4.23,4.97,0.07,MA,42.407211,-71.382437,2020-11-28 18:00:00
1606590000,1,270.37,0.38,5.66,44.7,1.13,3.86,4.46,0.1,MA,42.407211,-71.382437,2020-11-28 19:00:00
1606593600,1,283.72,0.55,8.4,38.27,1.01,4.1,4.68,0.14,MA,42.407211,-71.382437,2020-11-28 20:00:00
1606597200,1,300.41,0.28,11.82,31.83,0.91,4.59,5.2,0.15,MA,42.407211,-71.382437,2020-11-28 21:00:00
1606600800,1,307.08,0.02,13.02,28.25,0.95,5.05,5.67,0.13,MA,42.407211,-71.382437,2020-11-28 22:00:00
1606604400,1,310.42,0.02,13.37,26.46,1.16,5.31,5.94,0.12,MA,42.407211,-71.382437,2020-11-28 23:00:00
1606608000,1,317.1,0.02,14.05,25.39,1.16,5.64,6.35,0.12,MA,42.407211,-71.382437,2020-11-29 00:00:00
1606611600,1,317.1,0.02,13.71,26.46,1.12,5.77,6.57,0.12,MA,42.407211,-71.382437,2020-11-29 01:00:00
1606615200,1,317.1,0.01,13.2,28.25,1.19,5.39,6.16,0.12,MA,42.407211,-71.382437,2020-11-29 02:00:00
1606618800,1,320.44,0.01,12.68,30.04,1.15,4.62,5.32,0.13,MA,42.407211,-71.382437,2020-11-29 03:00:00
1606622400,1,313.76,0.0,11.14,33.98,0.9,3.76,4.39,0.13,MA,42.407211,-71.382437,2020-11-29 04:00:00
1606626000,1,300.41,0.0,8.74,39.7,0.61,2.92,3.43,0.09,MA,42.407211,-71.382437,2020-11-29 05:00:00
1606629600,1,280.38,0.0,6.17,46.49,0.47,2.11,2.55,0.07,MA,42.407211,-71.382437,2020-11-29 06:00:00
1606633200,1,263.69,0.0,4.33,52.93,0.46,1.47,1.89,0.06,MA,42.407211,-71.382437,2020-11-29 07:00:00
1606636800,1,250.34,0.0,3.56,56.51,0.6,1.13,1.59,0.09,MA,42.407211,-71.382437,2020-11-29 08:00:00
1606640400,1,247.0,0.0,3.47,57.94,0.72,1.12,1.62,0.14,MA,42.407211,-71.382437,2020-11-29 09:00:00
1606644000,1,250.34,0.0,3.73,57.94,0.77,1.22,1.73,0.21,MA,42.407211,-71.382437,2020-11-29 10:00:00
1606647600,1,253.68,0.0,4.37,56.51,0.72,1.39,1.96,0.23,MA,42.407211,-71.382437,2020-11-29 11:00:00
1606651200,1,263.69,0.0,5.83,55.79,0.68,1.64,2.47,0.27,MA,42.407211,-71.382437,2020-11-29 12:00:00
1606654800,1,273.71,0.14,8.23,54.36,0.71,1.9,3.04,0.39,MA,42.407211,-71.382437,2020-11-29 13:00:00
1606658400,1,277.04,1.05,8.57,54.36,0.81,1.97,3.28,0.55,MA,42.407211,-71.382437,2020-11-29 14:00:00
1606662000,1,270.37,1.68,7.28,57.22,0.93,1.9,3.19,0.59,MA,42.407211,-71.382437,2020-11-29 15:00:00
1606665600,1,257.02,1.59,5.91,62.94,1.1,1.79,2.86,0.56,MA,42.407211,-71.382437,2020-11-29 16:00:00
1606669200,1,250.34,1.58,5.74,65.8,1.25,1.91,2.9,0.55,MA,42.407211,-71.382437,2020-11-29 17:00:00
1606672800,1,250.34,1.57,6.17,66.52,1.39,2.09,3.07,0.55,MA,42.407211,-71.382437,2020-11-29 18:00:00
1606676400,1,260.35,1.9,8.31,60.08,1.25,2.57,4.06,0.63,MA,42.407211,-71.382437,2020-11-29 19:00:00
1606680000,1,287.06,2.01,13.02,49.35,0.95,3.42,5.7,0.78,MA,42.407211,-71.382437,2020-11-29 20:00:00
1606683600,1,313.76,0.85,19.36,39.7,0.67,4.19,7.11,0.92,MA,42.407211,-71.382437,2020-11-29 21:00:00
1606687200,1,343.8,0.04,25.36,31.83,0.47,5.02,8.4,1.08,MA,42.407211,-71.382437,2020-11-29 22:00:00
1606690800,1,367.17,0.05,28.45,28.97,0.42,5.83,9.15,1.17,MA,42.407211,-71.382437,2020-11-29 23:00:00
1606694400,1,363.83,0.02,27.08,32.54,0.55,6.18,9.01,0.97,MA,42.407211,-71.382437,2020-11-30 00:00:00
1606698000,1,343.8,0.0,21.94,38.27,0.74,5.84,8.15,0.71,MA,42.407211,-71.382437,2020-11-30 01:00:00
1606701600,1,343.8,0.0,21.76,36.84,0.71,6.3,8.93,0.5,MA,42.407211,-71.382437,2020-11-30 02:00:00
1606705200,1,353.81,0.0,22.96,35.05,0.83,7.8,10.9,0.32,MA,42.407211,-71.382437,2020-11-30 03:00:00
1606708800,2,373.84,0.0,26.39,31.83,0.95,10.94,14.58,0.2,MA,42.407211,-71.382437,2020-11-30 04:00:00
1606712400,2,397.21,0.01,30.16,27.9,0.87,14.61,18.5,0.14,MA,42.407211,-71.382437,2020-11-30 05:00:00
1606716000,2,413.9,0.01,32.56,24.32,0.67,17.02,21.04,0.1,MA,42.407211,-71.382437,2020-11-30 06:00:00
1606719600,2,417.23,0.01,32.22,21.82,0.48,17.29,21.32,0.09,MA,42.407211,-71.382437,2020-11-30 07:00:00
1606723200,2,407.22,0.01,29.82,20.74,0.34,15.55,19.51,0.11,MA,42.407211,-71.382437,2020-11-30 08:00:00
1606726800,2,390.53,0.01,26.39,21.1,0.28,12.68,16.64,0.12,MA,42.407211,-71.382437,2020-11-30 09:00:00
1606730400,2,377.18,0.02,25.36,21.1,0.31,10.57,14.58,0.12,MA,42.407211,-71.382437,2020-11-30 10:00:00
1606734000,1,370.5,0.02,25.36,21.99,0.44,9.93,14.17,0.1,MA,42.407211,-71.382437,2020-11-30 11:00:00
1606737600,1,370.5,0.05,26.73,23.6,0.68,9.7,14.98,0.17,MA,42.407211,-71.382437,2020-11-30 12:00:00
1606741200,1,380.52,0.11,31.87,23.96,1.24,9.58,16.14,0.3,MA,42.407211,-71.382437,2020-11-30 13:00:00
1606744800,1,400.54,0.48,38.39,22.89,1.83,9.91,17.23,0.37,MA,42.407211,-71.382437,2020-11-30 14:00:00
1606748400,1,397.21,0.96,38.39,27.18,2.38,9.74,16.76,0.41,MA,42.407211,-71.382437,2020-11-30 15:00:00
1606752000,1,343.8,0.36,27.42,41.13,2.95,7.98,12.81,0.37,MA,42.407211,-71.382437,2020-11-30 16:00:00
1606755600,1,317.1,0.3,19.02,45.78,2.62,7.93,11.05,0.23,MA,42.407211,-71.382437,2020-11-30 17:00:00
1606759200,1,300.41,0.21,13.02,51.5,2.3,8.49,10.7,0.17,MA,42.407211,-71.382437,2020-11-30 18:00:00
1606762800,1,257.02,0.11,8.48,61.51,1.68,5.09,6.3,0.11,MA,42.407211,-71.382437,2020-11-30 19:00:00
1606766400,1,223.64,0.03,6.34,67.95,1.33,3.25,3.92,0.09,MA,42.407211,-71.382437,2020-11-30 20:00:00
1606770000,1,210.29,0.01,5.01,71.53,1.1,2.56,2.9,0.07,MA,42.407211,-71.382437,2020-11-30 21:00:00
1606773600,1,206.95,0.0,4.37,75.82,0.95,2.49,2.71,0.06,MA,42.407211,-71.382437,2020-11-30 22:00:00
1606777200,1,206.95,0.0,4.16,77.96,0.93,2.36,2.56,0.06,MA,42.407211,-71.382437,2020-11-30 23:00:00
1606780800,2,203.61,0.0,3.81,81.54,0.87,2.28,2.51,0.05,MA,42.407211,-71.382437,2020-12-01 00:00:00
1606784400,2,198.6,0.0,3.38,83.69,0.7,2.14,2.4,0.05,MA,42.407211,-71.382437,2020-12-01 01:00:00
1606788000,2,196.93,0.0,3.04,84.4,0.57,1.4,1.65,0.05,MA,42.407211,-71.382437,2020-12-01 02:00:00
1606791600,2,196.93,0.0,2.87,84.4,0.4,1.0,1.25,0.05,MA,42.407211,-71.382437,2020-12-01 03:00:00
1606795200,2,198.6,0.0,2.83,85.12,0.29,0.82,1.04,0.04,MA,42.407211,-71.382437,2020-12-01 04:00:00
1606798800,2,196.93,0.0,2.66,85.83,0.26,0.73,0.89,0.03,MA,42.407211,-71.382437,2020-12-01 05:00:00
1606802400,2,195.27,0.0,2.46,85.12,0.25,0.63,0.78,0.03,MA,42.407211,-71.382437,2020-12-01 06:00:00
1606806000,2,195.27,0.0,2.57,84.4,0.29,0.71,0.89,0.03,MA,42.407211,-71.382437,2020-12-01 07:00:00
1606809600,2,195.27,0.0,2.96,82.25,0.43,1.31,1.59,0.03,MA,42.407211,-71.382437,2020-12-01 08:00:00
1606813200,2,196.93,0.0,3.3,80.11,0.54,2.05,2.47,0.03,MA,42.407211,-71.382437,2020-12-01 09:00:00
1606816800,1,201.94,0.0,3.64,76.53,0.6,2.59,3.27,0.04,MA,42.407211,-71.382437,2020-12-01 10:00:00
1606820400,1,205.28,0.0,4.16,70.81,0.64,3.21,4.32,0.04,MA,42.407211,-71.382437,2020-12-01 11:00:00
1606824000,1,211.95,0.0,5.48,64.37,0.72,4.73,6.84,0.08,MA,42.407211,-71.382437,2020-12-01 12:00:00
1606827600,1,223.64,0.0,7.45,57.22,0.78,6.03,9.07,0.12,MA,42.407211,-71.382437,2020-12-01 13:00:00
1606831200,1,230.31,0.04,9.68,48.64,0.89,5.89,8.96,0.14,MA,42.407211,-71.382437,2020-12-01 14:00:00
1606834800,1,236.99,0.2,10.63,40.77,0.98,4.75,7.14,0.14,MA,42.407211,-71.382437,2020-12-01 15:00:00
1606838400,1,233.65,0.33,7.97,38.27,0.98,3.58,5.07,0.1,MA,42.407211,-71.382437,2020-12-01 16:00:00
1606842000,1,240.33,0.34,6.0,38.62,1.13,3.74,4.87,0.09,MA,42.407211,-71.382437,2020-12-01 17:00:00
1606845600,1,247.0,0.38,5.91,39.7,1.28,3.95,4.96,0.1,MA,42.407211,-71.382437,2020-12-01 18:00:00
1606849200,1,247.0,0.52,5.91,47.92,1.22,2.98,3.83,0.14,MA,42.407211,-71.382437,2020-12-01 19:00:00
1606852800,1,243.66,0.43,6.08,60.8,1.21,2.16,2.95,0.17,MA,42.407211,-71.382437,2020-12-01 20:00:00
1606856400,1,240.33,0.16,6.68,63.66,1.22,1.96,2.95,0.21,MA,42.407211,-71.382437,2020-12-01 21:00:00
1606860000,1,243.66,0.0,7.2,61.51,1.21,1.7,3.0,0.26,MA,42.407211,-71.382437,2020-12-01 22:00:00
1606863600,1,260.35,0.0,8.4,53.64,1.33,1.63,3.03,0.33,MA,42.407211,-71.382437,2020-12-01 23:00:00
1606867200,1,283.72,0.0,10.8,41.49,1.65,2.01,3.31,0.38,MA,42.407211,-71.382437,2020-12-02 00:00:00
1606870800,1,303.75,0.01,15.25,30.04,2.41,2.4,3.67,0.4,MA,42.407211,-71.382437,2020-12-02 01:00:00
1606874400,1,307.08,0.01,20.05,22.35,3.28,2.23,3.65,0.47,MA,42.407211,-71.382437,2020-12-02 02:00:00
1606878000,1,297.07,0.01,21.76,22.71,3.49,1.96,3.49,0.65,MA,42.407211,-71.382437,2020-12-02 03:00:00
1606881600,1,290.39,0.0,19.88,27.9,3.13,1.82,3.21,0.79,MA,42.407211,-71.382437,2020-12-02 04:00:00
1606885200,1,277.04,0.0,16.28,33.98,2.71,1.78,2.9,0.74,MA,42.407211,-71.382437,2020-12-02 05:00:00
1606888800,1,263.69,0.0,13.2,38.62,2.47,1.63,2.6,0.65,MA,42.407211,-71.382437,2020-12-02 06:00:00
1606892400,1,253.68,0.0,11.14,42.2,2.35,1.44,2.32,0.55,MA,42.407211,-71.382437,2020-12-02 07:00:00
1606896000,1,250.34,0.0,9.94,44.35,2.27,1.39,2.23,0.46,MA,42.407211,-71.382437,2020-12-02 08:00:00
1606899600,1,247.0,0.0,9.25,45.78,2.12,1.38,2.21,0.38,MA,42.407211,-71.382437,2020-12-02 09:00:00
1606903200,1,243.66,0.0,8.82,47.21,1.97,1.29,2.15,0.35,MA,42.407211,-71.382437,2020-12-02 10:00:00
1606906800,1,243.66,0.0,9.0,47.21,1.86,1.4,2.33,0.33,MA,42.407211,-71.382437,2020-12-02 11:00:00
1606910400,1,247.0,0.0,10.11,47.21,1.83,1.8,3.02,0.33,MA,42.407211,-71.382437,2020-12-02 12:00:00
1606914000,1,253.68,0.16,12.17,46.49,1.91,2.06,3.57,0.41,MA,42.407211,-71.382437,2020-12-02 13:00:00
1606917600,1,257.02,1.37,12.34,48.64,2.12,2.04,3.54,0.52,MA,42.407211,-71.382437,2020-12-02 14:00:00
1606921200,1,253.68,2.35,10.97,50.07,2.38,1.77,3.12,0.57,MA,42.407211,-71.382437,2020-12-02 15:00:00
1606924800,1,243.66,1.77,8.82,55.08,2.65,0.98,1.92,0.5,MA,42.407211,-71.382437,2020-12-02 16:00:00
1606928400,1,236.99,1.08,7.97,57.94,2.59,0.65,1.43,0.44,MA,42.407211,-71.382437,2020-12-02 17:00:00
1606932000,1,240.33,0.54,8.91,57.94,2.5,0.67,1.45,0.44,MA,42.407211,-71.382437,2020-12-02 18:00:00
1606935600,1,247.0,0.22,10.2,55.79,2.33,0.81,1.67,0.51,MA,42.407211,-71.382437,2020-12-02 19:00:00
1606939200,1,257.02,0.14,11.31,53.64,2.33,0.98,1.95,0.56,MA,42.407211,-71.382437,2020-12-02 20:00:00
1606942800,1,257.02,0.04,10.88,53.64,2.38,0.92,1.82,0.51,MA,42.407211,-71.382437,2020-12-02 21:00:00
1606946400,1,250.34,0.0,9.6,55.08,1.97,0.76,1.48,0.42,MA,42.407211,-71.382437,2020-12-02 22:00:00
1606950000,1,247.0,0.0,8.48,57.22,1.28,0.63,1.22,0.35,MA,42.407211,-71.382437,2020-12-02 23:00:00
1606953600,1,243.66,0.0,7.45,58.65,0.9,0.56,1.15,0.32,MA,42.407211,-71.382437,2020-12-03 00:00:00
1606957200,1,243.66,0.0,6.51,60.08,0.89,0.52,1.13,0.29,MA,42.407211,-71.382437,2020-12-03 01:00:00
1606960800,1,243.66,0.0,6.43,61.51,1.18,0.53,1.14,0.28,MA,42.407211,-71.382437,2020-12-03 02:00:00
1606964400,1,243.66,0.0,6.6,65.8,1.54,0.59,1.21,0.31,MA,42.407211,-71.382437,2020-12-03 03:00:00
1606968000,1,240.33,0.0,6.51,72.24,1.7,0.7,1.33,0.38,MA,42.407211,-71.382437,2020-12-03 04:00:00
1606971600,1,233.65,0.0,5.44,77.96,1.52,0.72,1.31,0.42,MA,42.407211,-71.382437,2020-12-03 05:00:00
1606975200,2,223.64,0.0,4.07,82.25,1.16,0.66,1.23,0.39,MA,42.407211,-71.382437,2020-12-03 06:00:00
1606978800,2,216.96,0.0,2.91,86.55,0.8,0.55,1.06,0.32,MA,42.407211,-71.382437,2020-12-03 07:00:00
1606982400,2,213.62,0.0,2.46,87.98,0.63,0.51,1.02,0.29,MA,42.407211,-71.382437,2020-12-03 08:00:00
1606986000,2,216.96,0.0,2.79,86.55,0.72,0.6,1.2,0.31,MA,42.407211,-71.382437,2020-12-03 09:00:00
1606989600,2,223.64,0.0,3.98,82.25,1.27,1.07,1.82,0.41,MA,42.407211,-71.382437,2020-12-03 10:00:00
1606993200,1,233.65,0.0,5.74,77.96,1.97,2.52,3.43,0.39,MA,42.407211,-71.382437,2020-12-03 11:00:00
1606996800,1,247.0,0.0,7.8,74.39,2.44,3.93,5.16,0.43,MA,42.407211,-71.382437,2020-12-03 12:00:00
1607000400,1,257.02,0.1,9.94,72.24,2.12,4.04,5.49,0.51,MA,42.407211,-71.382437,2020-12-03 13:00:00
1607004000,1,260.35,0.98,11.14,71.53,1.73,3.39,4.94,0.72,MA,42.407211,-71.382437,2020-12-03 14:00:00
1607007600,1,260.35,1.9,10.45,72.24,1.64,2.84,4.41,0.83,MA,42.407211,-71.382437,2020-12-03 15:00:00
1607011200,1,247.0,1.98,8.57,74.39,1.64,2.33,3.64,0.73,MA,42.407211,-71.382437,2020-12-03 16:00:00
1607014800,1,240.33,1.9,7.71,75.1,1.86,2.01,3.21,0.7,MA,42.407211,-71.382437,2020-12-03 17:00:00
1607018400,1,243.66,1.9,7.97,73.67,2.18,2.14,3.34,0.71,MA,42.407211,-71.382437,2020-12-03 18:00:00
1607022000,1,250.34,1.79,9.17,72.96,2.41,2.84,4.14,0.74,MA,42.407211,-71.382437,2020-12-03 19:00:00
1607025600,1,263.69,1.34,11.82,70.81,2.56,3.64,5.14,0.83,MA,42.407211,-71.382437,2020-12-03 20:00:00
1607029200,1,270.37,0.4,14.05,67.95,2.5,4.27,5.89,0.87,MA,42.407211,-71.382437,2020-12-03 21:00:00
1607032800,1,280.38,0.0,15.08,65.8,2.38,4.54,6.27,0.95,MA,42.407211,-71.382437,2020-12-03 22:00:00
1607036400,1,290.39,0.0,16.11,63.66,2.35,4.89,6.66,1.01,MA,42.407211,-71.382437,2020-12-03 23:00:00
1607040000,1,300.41,0.0,17.31,60.08,2.27,5.82,7.77,1.0,MA,42.407211,-71.382437,2020-12-04 00:00:00
1607043600,1,323.77,0.0,21.25,52.21,2.5,8.41,10.84,0.91,MA,42.407211,-71.382437,2020-12-04 01:00:00
1607047200,2,350.48,0.0,27.42,42.56,3.34,12.57,15.52,0.77,MA,42.407211,-71.382437,2020-12-04 02:00:00
1607050800,2,367.17,0.0,31.53,35.05,4.23,15.49,18.69,0.73,MA,42.407211,-71.382437,2020-12-04 03:00:00
1607054400,2,373.84,0.0,33.93,30.76,4.95,16.42,19.53,0.74,MA,42.407211,-71.382437,2020-12-04 04:00:00
1607058000,2,373.84,0.0,34.96,28.61,5.31,16.4,19.33,0.74,MA,42.407211,-71.382437,2020-12-04 05:00:00
1607061600,2,373.84,0.0,35.99,26.82,5.42,16.53,19.53,0.73,MA,42.407211,-71.382437,2020-12-04 06:00:00
1607065200,2,373.84,0.0,38.04,24.68,5.66,16.96,20.19,0.77,MA,42.407211,-71.382437,2020-12-04 07:00:00
1607068800,2,373.84,0.0,41.13,23.6,6.02,17.51,20.97,0.74,MA,42.407211,-71.382437,2020-12-04 08:00:00
1607072400,2,367.17,0.0,41.81,25.03,6.26,17.81,21.34,0.55,MA,42.407211,-71.382437,2020-12-04 09:00:00
1607076000,2,347.14,0.0,37.36,29.33,6.08,16.48,19.78,0.39,MA,42.407211,-71.382437,2020-12-04 10:00:00
1607079600,2,323.77,0.0,31.53,33.62,5.72,14.08,17.03,0.37,MA,42.407211,-71.382437,2020-12-04 11:00:00
1607083200,2,307.08,0.0,27.76,37.19,5.25,12.2,14.97,0.41,MA,42.407211,-71.382437,2020-12-04 12:00:00
1607086800,2,293.73,0.05,26.05,41.84,4.65,10.18,12.63,0.5,MA,42.407211,-71.382437,2020-12-04 13:00:00
1607090400,1,287.06,0.68,25.02,46.49,4.23,8.55,10.73,0.63,MA,42.407211,-71.382437,2020-12-04 14:00:00
1607094000,1,280.38,1.57,22.28,49.35,4.05,7.54,9.64,0.74,MA,42.407211,-71.382437,2020-12-04 15:00:00
1607097600,1,270.37,2.15,19.19,51.5,3.93,6.09,8.1,0.87,MA,42.407211,-71.382437,2020-12-04 16:00:00
1607101200,1,263.69,2.57,15.94,55.08,3.79,5.34,7.07,0.78,MA,42.407211,-71.382437,2020-12-04 17:00:00
1607104800,1,260.35,2.63,14.4,58.65,3.67,5.07,6.53,0.67,MA,42.407211,-71.382437,2020-12-04 18:00:00
1607108400,1,257.02,2.24,14.74,61.51,3.61,5.0,6.3,0.6,MA,42.407211,-71.382437,2020-12-04 19:00:00
1607112000,1,263.69,1.48,17.82,58.65,3.79,5.49,6.92,0.59,MA,42.407211,-71.382437,2020-12-04 20:00:00
1607115600,1,273.71,0.42,22.28,53.64,4.05,6.44,8.11,0.6,MA,42.407211,-71.382437,2020-12-04 21:00:00
1607119200,1,283.72,0.0,23.65,47.21,4.05,7.43,9.29,0.64,MA,42.407211,-71.382437,2020-12-04 22:00:00
1607122800,1,283.72,0.0,21.76,44.7,3.52,7.64,9.42,0.67,MA,42.407211,-71.382437,2020-12-04 23:00:00
1607126400,1,277.04,0.0,18.34,45.78,2.59,6.78,8.3,0.6,MA,42.407211,-71.382437,2020-12-05 00:00:00
1607130000,1,267.03,0.0,14.74,50.07,1.74,5.35,6.49,0.38,MA,42.407211,-71.382437,2020-12-05 01:00:00
1607133600,1,260.35,0.0,12.51,52.93,1.25,4.35,5.18,0.19,MA,42.407211,-71.382437,2020-12-05 02:00:00
1607137200,1,263.69,0.0,13.37,50.07,1.15,4.23,4.93,0.12,MA,42.407211,-71.382437,2020-12-05 03:00:00
1607140800,1,277.04,0.0,16.62,44.35,1.13,4.67,5.38,0.11,MA,42.407211,-71.382437,2020-12-05 04:00:00
1607144400,1,290.39,0.0,20.22,38.98,1.06,5.13,5.79,0.09,MA,42.407211,-71.382437,2020-12-05 05:00:00
1607148000,1,303.75,0.0,23.65,32.9,1.06,5.68,6.26,0.06,MA,42.407211,-71.382437,2020-12-05 06:00:00
1607151600,1,320.44,0.0,26.39,25.75,0.82,6.34,7.03,0.05,MA,42.407211,-71.382437,2020-12-05 07:00:00
1607155200,1,323.77,0.01,27.08,20.21,0.56,6.81,7.79,0.05,MA,42.407211,-71.382437,2020-12-05 08:00:00
1607158800,1,327.11,0.02,26.05,16.81,0.48,7.03,8.15,0.06,MA,42.407211,-71.382437,2020-12-05 09:00:00
1607162400,1,323.77,0.04,25.36,14.31,0.49,7.1,8.31,0.06,MA,42.407211,-71.382437,2020-12-05 10:00:00
1607166000,1,330.45,0.07,27.76,11.8,0.57,7.28,8.61,0.05,MA,42.407211,-71.382437,2020-12-05 11:00:00
1607169600,1,350.48,0.25,33.93,8.4,1.09,8.03,9.82,0.1,MA,42.407211,-71.382437,2020-12-05 12:00:00
1607173200,1,347.14,0.05,31.19,22.17,2.44,8.21,9.26,0.09,MA,42.407211,-71.382437,2020-12-05 13:00:00
1607176800,1,347.14,0.18,28.79,26.46,1.97,8.72,9.53,0.06,MA,42.407211,-71.382437,2020-12-05 14:00:00
1607180400,1,360.49,0.74,29.47,23.25,1.77,9.21,9.83,0.03,MA,42.407211,-71.382437,2020-12-05 15:00:00
1607184000,1,377.18,1.37,30.85,19.67,1.7,9.64,10.01,0.02,MA,42.407211,-71.382437,2020-12-05 16:00:00
1607187600,2,393.87,1.61,32.22,16.27,1.67,10.81,11.01,0.03,MA,42.407211,-71.382437,2020-12-05 17:00:00
1607191200,2,390.53,1.24,28.45,16.45,1.46,10.16,10.27,0.04,MA,42.407211,-71.382437,2020-12-05 18:00:00
1607194800,1,300.41,0.18,12.68,49.35,0.71,4.48,4.55,0.05,MA,42.407211,-71.382437,2020-12-05 19:00:00
1607198400,1,240.33,0.03,6.0,74.39,0.45,1.83,1.9,0.04,MA,42.407211,-71.382437,2020-12-05 20:00:00
1607202000,1,230.31,0.0,4.97,78.68,0.48,1.28,1.35,0.03,MA,42.407211,-71.382437,2020-12-05 21:00:00
1607205600,2,223.64,0.0,3.64,81.54,0.48,0.73,0.81,0.03,MA,42.407211,-71.382437,2020-12-05 22:00:00
1607209200,1,223.64,0.0,2.7,78.68,0.32,0.5,0.6,0.03,MA,42.407211,-71.382437,2020-12-05 23:00:00
